player,season,total_shots,total_total_yellow_cards,total_total_red_cards,total_goals
anthony martial,2016,181,8.0,0.0,11
anthony martial,2017,44,0.0,0.0,2
anthony modeste,2012,57,4.0,0.0,3
anthony modeste,2013,286,16.0,6.0,14
anthony modeste,2014,150,12.0,6.0,8
anthony modeste,2015,126,8.0,0.0,7
anthony modeste,2016,284,16.0,0.0,14
anthony modeste,2017,146,8.0,0.0,13
anthony mounier,2012,145,16.0,0.0,7
anthony mounier,2013,72,8.0,0.0,2
anthony mounier,2014,125,20.0,0.0,3
anthony mounier,2015,202,4.0,0.0,9
anthony mounier,2016,118,24.0,0.0,4
anthony mounier,2017,15,0.0,0.0,0
anthony pilkington,2014,41,8.0,0.0,1
anthony walongwa,2016,1,0.0,0.0,0
anthony walongwa,2017,13,4.0,0.0,0
anthony weber,2013,67,0.0,6.0,2
anthony weber,2014,81,8.0,0.0,3
anthony weber,2015,20,8.0,0.0,0
anthony weber,2016,41,20.0,0.0,1
antoine devaux,2012,67,16.0,6.0,2
antoine devaux,2013,66,4.0,0.0,0
antoine devaux,2014,111,20.0,6.0,2
antoine devaux,2015,97,16.0,0.0,1
antoine devaux,2016,114,40.0,6.0,1
antoine griezmann,2012,180,20.0,0.0,7
antoine griezmann,2013,194,32.0,0.0,9
antoine griezmann,2014,197,20.0,0.0,16
antoine griezmann,2015,162,20.0,0.0,19
antoine griezmann,2016,177,16.0,0.0,21
antoine griezmann,2017,90,8.0,0.0,8
antoine rabillard,2016,8,4.0,0.0,1
anton putsila,2012,68,4.0,0.0,0
anton putsila,2013,8,0.0,0.0,0
antonino ragusa,2015,2,4.0,0.0,0
antonino ragusa,2017,69,16.0,0.0,3
antonio balzano,2013,92,32.0,0.0,0
antonio balzano,2015,104,24.0,0.0,1
antonio barreca,2017,62,8.0,0.0,0
antonio candreva,2012,165,20.0,0.0,5
antonio candreva,2013,198,24.0,6.0,6
antonio candreva,2014,226,20.0,0.0,12
antonio candreva,2015,210,24.0,0.0,10
antonio candreva,2016,172,16.0,0.0,10
antonio candreva,2017,100,0.0,0.0,3
antonio di gaudio,2016,96,8.0,0.0,3
antonio floro flores,2012,86,8.0,0.0,2
antonio floro flores,2014,172,16.0,0.0,7
antonio floro flores,2015,125,16.0,0.0,2
antonio floro flores,2016,130,8.0,0.0,4
antonio floro flores,2017,57,0.0,0.0,0
antonio mazzotta,2015,24,0.0,0.0,0
antonio mirante,2012,25,12.0,0.0,0
antonio mirante,2013,42,20.0,0.0,0
antonio mirante,2014,32,4.0,6.0,0
antonio mirante,2015,40,16.0,6.0,0
antonio mirante,2016,34,8.0,0.0,0
antonio mirante,2017,2,0.0,0.0,0
antonio nocerino,2012,131,20.0,0.0,10
antonio nocerino,2013,83,12.0,0.0,2
antonio nocerino,2014,40,12.0,0.0,0
antonio nocerino,2015,99,8.0,0.0,3
antonio nocerino,2016,4,0.0,0.0,0
antonio rosati,2012,3,4.0,0.0,0
antonio rosati,2013,4,0.0,0.0,0
antonio rosati,2014,5,4.0,0.0,0
antonio rukavina,2013,88,24.0,0.0,2
antonio rukavina,2014,86,24.0,0.0,1
antonio rukavina,2015,46,20.0,0.0,0
antonio rukavina,2016,44,20.0,0.0,0
antonio rukavina,2017,2,0.0,0.0,0
antonio sanabria,2014,3,0.0,0.0,0
antonio sanabria,2016,149,16.0,0.0,11
antonio sanabria,2017,53,4.0,0.0,1
antonio valencia,2014,10,8.0,0.0,1
antonio valencia,2015,85,16.0,0.0,0
antonio valencia,2016,37,4.0,0.0,0
antonio valencia,2017,49,16.0,0.0,0
antony ranieri,2016,2,4.0,0.0,0
antony robic,2017,50,4.0,0.0,0
archimede morleo,2012,125,20.0,6.0,1
archimede morleo,2013,159,36.0,6.0,0
archimede morleo,2014,137,28.0,0.0,1
archimede morleo,2016,21,0.0,0.0,0
archimede morleo,2017,3,0.0,0.0,0
arda turan,2012,155,40.0,0.0,3
arda turan,2013,139,28.0,0.0,5
arda turan,2014,119,32.0,0.0,3
arda turan,2015,107,24.0,0.0,1
arda turan,2016,52,20.0,0.0,2
arda turan,2017,60,4.0,0.0,3
arianit ferati,2016,3,0.0,0.0,0
ariel borysiuk,2012,45,16.0,0.0,0
aritz elustondo,2015,17,8.0,0.0,1
aritz elustondo,2016,92,32.0,0.0,1
aritz elustondo,2017,6,0.0,6.0,0
arjen robben,2012,117,0.0,0.0,10
arjen robben,2013,82,0.0,0.0,5
arjen robben,2014,112,0.0,0.0,9
arjen robben,2015,135,0.0,0.0,17
arjen robben,2016,81,4.0,0.0,4
arjen robben,2017,43,0.0,0.0,5
arkadiusz milik,2013,7,0.0,0.0,0
arkadiusz milik,2014,56,4.0,0.0,2
arkadiusz milik,2017,33,4.0,0.0,4
arlind ajeti,2016,46,20.0,6.0,2
armando izzo,2015,58,8.0,6.0,1
armando izzo,2016,133,36.0,0.0,0
armando izzo,2017,66,16.0,0.0,2
arnaud lusamba,2017,14,0.0,0.0,0
arnaud nordin,2017,18,0.0,0.0,1
arnaud souquet,2017,25,4.0,0.0,1
arnold bouka moutou,2016,38,4.0,0.0,3
arnold bouka moutou,2017,21,8.0,0.0,0
arnold mvuemba,2012,95,12.0,0.0,4
arnold mvuemba,2013,26,0.0,0.0,2
arnold mvuemba,2014,35,8.0,0.0,1
arnold mvuemba,2015,27,4.0,0.0,0
arnold mvuemba,2016,12,0.0,0.0,0
arnold mvuemba,2017,46,16.0,0.0,0
aron gunnarsson,2014,44,4.0,0.0,0
arrizabalaga,2017,5,0.0,0.0,0
artem kravets,2016,39,4.0,0.0,1
artem kravets,2017,63,4.0,0.0,5
arthur boka,2012,45,4.0,0.0,0
arthur boka,2013,118,16.0,0.0,1
arthur boka,2014,93,16.0,0.0,1
arthur boka,2015,61,4.0,0.0,0
arthur boka,2016,53,20.0,0.0,0
arthur masuaku,2014,81,16.0,0.0,1
arthur masuaku,2017,19,4.0,0.0,0
artur boruc,2012,32,20.0,0.0,0
artur boruc,2014,10,0.0,0.0,0
artur boruc,2016,27,8.0,0.0,0
artur boruc,2017,10,8.0,0.0,0
artur sobiech,2012,19,8.0,6.0,1
artur sobiech,2013,65,16.0,0.0,5
artur sobiech,2014,69,4.0,0.0,2
artur sobiech,2015,35,0.0,0.0,2
artur sobiech,2016,104,12.0,0.0,6
arturo vidal,2012,209,44.0,6.0,7
arturo vidal,2013,184,44.0,0.0,10
arturo vidal,2014,171,32.0,0.0,11
arturo vidal,2015,142,28.0,0.0,7
arturo vidal,2016,150,12.0,0.0,4
arturo vidal,2017,51,12.0,0.0,1
ashkan dejagah,2012,110,20.0,0.0,3
ashkan dejagah,2013,6,0.0,0.0,0
ashkan dejagah,2014,72,20.0,0.0,5
ashley barnes,2015,205,24.0,0.0,5
ashley barnes,2017,84,12.0,0.0,3
ashley cole,2014,28,4.0,0.0,0
ashley cole,2015,30,8.0,0.0,0
ashley fletcher,2017,23,8.0,0.0,0
ashley richards,2015,21,4.0,0.0,0
ashley westwood,2014,85,16.0,0.0,3
ashley westwood,2015,61,16.0,0.0,0
ashley westwood,2016,91,24.0,0.0,2
ashley williams,2014,83,12.0,0.0,1
ashley williams,2015,97,24.0,0.0,0
ashley williams,2016,110,36.0,0.0,2
ashley williams,2017,50,4.0,0.0,1
ashley young,2014,43,8.0,0.0,2
ashley young,2015,90,20.0,0.0,2
ashley young,2016,52,20.0,0.0,1
ashley young,2017,8,4.0,0.0,0
atila turan,2014,41,16.0,0.0,0
atila turan,2016,27,8.0,0.0,1
atsuto uchida,2012,50,4.0,0.0,0
atsuto uchida,2013,61,4.0,0.0,1
atsuto uchida,2014,58,20.0,0.0,0
atsuto uchida,2015,73,8.0,0.0,0
axel bellinghausen,2012,126,16.0,0.0,1
axel bellinghausen,2013,118,8.0,0.0,3
axel ngando,2013,5,0.0,0.0,1
axel ngando,2016,73,12.0,0.0,2
axel ngando,2017,10,0.0,0.0,0
aymen abdennour,2012,140,28.0,0.0,3
aymen abdennour,2013,113,24.0,0.0,2
aymen abdennour,2014,91,28.0,0.0,0
aymen abdennour,2015,49,8.0,6.0,1
aymen abdennour,2016,62,16.0,0.0,0
aymen abdennour,2017,21,12.0,0.0,0
aymen barkok,2017,9,0.0,0.0,1
aymeric laporte,2013,63,24.0,6.0,0
aymeric laporte,2014,140,24.0,0.0,2
aymeric laporte,2015,132,44.0,0.0,0
aymeric laporte,2016,98,36.0,6.0,4
aymeric laporte,2017,47,20.0,0.0,1
aythami artiles,2017,6,4.0,0.0,0
bacary sagna,2014,74,20.0,0.0,0
bacary sagna,2015,16,4.0,0.0,0
bacary sagna,2016,57,16.0,0.0,0
bacary sagna,2017,16,8.0,0.0,0
bakary sako,2012,171,16.0,0.0,4
bakary sako,2013,5,0.0,0.0,0
bakary sako,2016,69,4.0,0.0,2
bakary sako,2017,6,0.0,0.0,0
balenziaga,2016,92,24.0,0.0,0
balenziaga,2017,33,4.0,6.0,1
baptiste guillaume,2015,68,4.0,0.0,2
baptiste guillaume,2016,35,4.0,0.0,0
baptiste reynet,2012,40,4.0,0.0,0
baptiste reynet,2014,4,0.0,0.0,0
baptiste reynet,2017,14,4.0,0.0,0
baptiste santamaria,2017,79,4.0,0.0,1
barry bannan,2014,24,4.0,0.0,1
barry bannan,2015,6,4.0,0.0,0
bartosz salamon,2014,2,0.0,0.0,0
bartosz salamon,2017,14,4.0,0.0,0
bas dost,2013,137,4.0,0.0,8
bas dost,2014,29,0.0,0.0,4
bas dost,2015,101,4.0,0.0,16
bas dost,2016,73,0.0,0.0,8
bastian oczipka,2012,9,0.0,0.0,0
bastian oczipka,2013,84,4.0,0.0,0
bastian oczipka,2014,41,8.0,0.0,0
bastian oczipka,2015,109,24.0,0.0,1
bastian oczipka,2016,92,24.0,0.0,0
bastian oczipka,2017,43,12.0,0.0,1
bastian schweinsteiger,2012,99,8.0,0.0,3
bastian schweinsteiger,2013,157,16.0,0.0,7
bastian schweinsteiger,2014,84,16.0,0.0,4
bastian schweinsteiger,2015,84,16.0,0.0,4
bastian schweinsteiger,2016,53,12.0,0.0,1
bastos,2017,22,12.0,0.0,0
ben chilwell,2017,8,0.0,0.0,0
ben davies,2014,180,24.0,0.0,0
ben davies,2015,81,36.0,0.0,0
ben davies,2016,138,36.0,0.0,0
ben davies,2017,45,12.0,0.0,0
ben foster,2014,18,4.0,0.0,0
ben foster,2015,17,8.0,0.0,0
ben foster,2016,13,4.0,0.0,0
ben foster,2017,8,4.0,0.0,0
ben gibson,2017,31,12.0,0.0,1
ben hamer,2015,4,0.0,0.0,0
ben mee,2015,119,40.0,0.0,2
ben mee,2017,53,12.0,0.0,2
ben turner,2014,65,12.0,0.0,0
ben watson,2016,88,20.0,0.0,1
ben watson,2017,3,0.0,6.0,0
benik afobe,2016,44,0.0,0.0,4
benik afobe,2017,45,0.0,0.0,3
benjamin boulenger,2015,22,0.0,0.0,0
benjamin bourigeaud,2015,49,12.0,0.0,2
benjamin corgnet,2012,219,8.0,0.0,8
benjamin corgnet,2013,119,12.0,0.0,5
benjamin corgnet,2014,156,12.0,0.0,7
benjamin corgnet,2015,102,12.0,0.0,0
benjamin corgnet,2016,41,0.0,0.0,1
benjamin corgnet,2017,8,0.0,0.0,0
benjamin henrichs,2016,21,0.0,0.0,0
benjamin henrichs,2017,45,0.0,0.0,0
benjamin jeannot,2012,13,4.0,0.0,0
benjamin jeannot,2015,174,0.0,0.0,7
benjamin jeannot,2016,146,12.0,0.0,7
benjamin jeannot,2017,6,0.0,6.0,0
benjamin kessel,2014,104,16.0,0.0,2
benjamin lecomte,2012,6,0.0,0.0,0
benjamin lecomte,2013,4,0.0,0.0,0
benjamin lecomte,2015,50,8.0,0.0,0
benjamin lecomte,2016,39,0.0,6.0,0
benjamin lecomte,2017,10,0.0,0.0,0
benjamin leroy,2015,20,0.0,0.0,0
benjamin mendy,2014,68,16.0,0.0,1
benjamin mendy,2015,148,32.0,0.0,0
benjamin mendy,2016,67,28.0,6.0,1
benjamin mendy,2017,43,12.0,6.0,0
benjamin moukandjo,2012,125,20.0,0.0,5
benjamin moukandjo,2013,170,32.0,0.0,5
benjamin moukandjo,2015,127,12.0,0.0,8
benjamin moukandjo,2016,137,12.0,0.0,12
benjamin moukandjo,2017,78,0.0,0.0,7
benjamin nivet,2012,97,4.0,6.0,5
benjamin nivet,2013,195,24.0,0.0,11
benjamin nivet,2016,126,24.0,0.0,3
benjamin pavard,2015,23,8.0,0.0,0
benjamin pavard,2016,28,12.0,0.0,0
benjamin stambouli,2012,52,8.0,6.0,0
benjamin stambouli,2013,57,8.0,0.0,1
benjamin stambouli,2014,104,20.0,0.0,2
benjamin stambouli,2015,30,16.0,0.0,0
benjamin stambouli,2016,45,8.0,0.0,0
benjamin stambouli,2017,11,4.0,0.0,0
bennard kumordzi,2012,22,4.0,0.0,0
benno schmitz,2017,20,4.0,0.0,0
berat djimsiti,2016,7,4.0,0.0,0
bernard mensah,2016,7,0.0,0.0,0
bernardo,2012,89,16.0,0.0,2
bernardo,2016,78,28.0,0.0,1
bernardo,2017,44,8.0,0.0,0
bernardo silva,2015,129,4.0,0.0,9
bernardo silva,2016,165,28.0,0.0,7
bernardo silva,2017,71,8.0,0.0,4
bernd leno,2012,29,4.0,0.0,0
bernd leno,2013,24,8.0,0.0,0
bernd leno,2014,30,0.0,0.0,0
bernd leno,2015,26,4.0,0.0,0
bernd leno,2016,24,0.0,0.0,1
bernd leno,2017,6,0.0,0.0,0
bernd nehrig,2013,114,20.0,0.0,1
beto,2013,15,0.0,0.0,0
beto,2014,36,12.0,0.0,0
beto,2015,14,16.0,0.0,0
beto,2016,4,4.0,0.0,0
billy jones,2014,45,12.0,0.0,0
billy jones,2015,55,28.0,0.0,0
billy jones,2016,83,32.0,0.0,1
billy jones,2017,20,16.0,0.0,0
billy ketkeophomphone,2016,162,16.0,0.0,4
billy ketkeophomphone,2017,30,8.0,0.0,1
birkir bjarnason,2013,108,16.0,0.0,2
birkir bjarnason,2014,38,4.0,0.0,0
bjarne thoelke,2012,11,0.0,0.0,0
blaise matuidi,2012,116,28.0,0.0,1
blaise matuidi,2013,131,16.0,0.0,5
blaise matuidi,2014,124,16.0,0.0,5
blaise matuidi,2015,112,8.0,0.0,4
blaise matuidi,2016,97,16.0,0.0,4
blaise matuidi,2017,80,8.0,0.0,0
boadu maxwell acosty,2012,15,4.0,0.0,0
boadu maxwell acosty,2014,2,0.0,0.0,0
boaz myhill,2014,9,0.0,0.0,0
boaz myhill,2015,10,4.0,0.0,0
boaz myhill,2016,17,8.0,0.0,0
bobby wood,2017,51,4.0,6.0,4
bojan,2012,93,16.0,0.0,7
bojan,2013,44,4.0,0.0,3
bojan,2015,75,8.0,0.0,4
bojan,2016,81,8.0,0.0,7
bojan,2017,26,4.0,0.0,3
borja,2013,75,40.0,0.0,1
borja,2014,152,40.0,0.0,0
borja,2015,172,20.0,6.0,2
borja iglesias,2015,2,0.0,0.0,0
borja mayoral,2016,12,0.0,0.0,0
borja mayoral,2017,11,0.0,0.0,1
borja valero,2012,189,16.0,0.0,4
borja valero,2013,143,16.0,0.0,1
borja valero,2014,118,20.0,6.0,6
borja valero,2015,100,28.0,0.0,2
borja valero,2016,174,20.0,0.0,4
borja valero,2017,55,8.0,0.0,0
borja valle,2017,15,0.0,0.0,0
borja viguera,2015,55,0.0,0.0,0
borja viguera,2016,15,0.0,0.0,0
borja viguera,2017,36,8.0,0.0,2
boschilia,2016,6,0.0,0.0,0
boschilia,2017,33,4.0,0.0,6
bouna sarr,2015,129,24.0,0.0,2
bouna sarr,2016,59,0.0,0.0,2
bouna sarr,2017,49,4.0,0.0,0
brad guzan,2014,23,0.0,0.0,0
brad guzan,2015,27,8.0,0.0,0
brad guzan,2016,30,8.0,0.0,0
brad guzan,2017,2,0.0,0.0,0
brad smith,2014,3,0.0,0.0,0
brad smith,2016,21,12.0,0.0,0
brad smith,2017,6,4.0,0.0,0
bradley johnson,2014,125,20.0,6.0,4
bradley johnson,2016,19,0.0,0.0,0
brandon comley,2015,1,0.0,0.0,0
brandon mason,2017,1,0.0,0.0,0
branimir hrgota,2013,23,0.0,0.0,3
branimir hrgota,2014,38,8.0,0.0,2
branimir hrgota,2015,49,0.0,0.0,2
branimir hrgota,2016,11,0.0,0.0,0
branimir hrgota,2017,56,4.0,0.0,3
brayan angulo,2013,26,4.0,0.0,1
brayan angulo,2014,80,20.0,0.0,0
brayan perea,2014,52,12.0,0.0,1
brayan perea,2015,9,4.0,0.0,0
brayan perea,2016,45,12.0,6.0,0
breel embolo,2017,31,0.0,0.0,2
brek shea,2014,1,0.0,0.0,0
brendan galloway,2015,6,4.0,0.0,0
brendan galloway,2016,62,8.0,0.0,0
brendan galloway,2017,12,0.0,0.0,0
bruma,2016,85,0.0,0.0,2
bruno,2012,284,88.0,0.0,6
bruno,2014,228,56.0,0.0,12
bruno,2015,180,24.0,0.0,4
bruno,2016,376,112.0,12.0,10
bruno,2017,132,64.0,0.0,8
bruno alves,2017,57,8.0,6.0,1
bruno fernandes,2014,109,16.0,0.0,4
bruno fernandes,2015,103,20.0,0.0,4
bruno fernandes,2016,146,36.0,0.0,3
bruno fernandes,2017,58,4.0,0.0,3
bruno gama,2013,196,16.0,0.0,6
bruno gama,2017,84,8.0,0.0,0
bruno grougi,2012,170,24.0,0.0,9
bruno grougi,2013,105,16.0,0.0,1
bruno henrique,2016,29,4.0,0.0,0
bruno henrique,2017,77,8.0,0.0,0
bruno martella,2017,27,0.0,0.0,0
bruno martins indi,2017,30,0.0,0.0,1
bruno peres,2015,144,32.0,0.0,3
bruno peres,2016,110,36.0,0.0,4
bruno peres,2017,74,8.0,0.0,0
bruno petkovic,2013,1,0.0,0.0,0
bruno petkovic,2014,11,0.0,0.0,0
bruno uvini,2014,4,0.0,0.0,0
bruno zuculini,2015,17,8.0,0.0,0
bryan constant,2014,1,0.0,0.0,0
bryan constant,2015,1,0.0,0.0,0
bryan cristante,2014,8,0.0,0.0,1
bryan cristante,2016,5,0.0,0.0,0
bryan cristante,2017,57,4.0,0.0,0
bryan dabo,2013,60,4.0,0.0,0
bryan dabo,2014,3,0.0,0.0,0
bryan dabo,2015,129,20.0,0.0,2
bryan dabo,2016,197,24.0,0.0,5
bryan dabo,2017,43,12.0,0.0,0
bryan oviedo,2014,42,4.0,0.0,3
bryan oviedo,2015,23,12.0,0.0,0
bryan oviedo,2016,49,0.0,0.0,0
bryan oviedo,2017,17,12.0,0.0,0
bryan passi,2017,7,0.0,0.0,0
bryan rabello,2013,4,0.0,0.0,0
bryan rabello,2014,15,0.0,0.0,0
burgui,2016,62,0.0,0.0,1
burgui,2017,48,4.0,0.0,0
bustinza,2015,6,8.0,0.0,0
bustinza,2017,50,20.0,0.0,0
caio,2015,12,0.0,0.0,0
caiuby,2015,82,12.0,0.0,1
caiuby,2016,182,44.0,0.0,4
caiuby,2017,20,4.0,0.0,0
cala,2012,23,8.0,0.0,1
cala,2013,45,16.0,0.0,0
cala,2014,82,40.0,12.0,3
cala,2015,37,8.0,0.0,0
cala,2016,83,44.0,0.0,1
callum mcmanaman,2015,25,4.0,0.0,0
callum mcmanaman,2016,17,8.0,0.0,0
callum robinson,2014,4,0.0,0.0,0
callum wilson,2016,52,0.0,0.0,5
callum wilson,2017,101,0.0,0.0,6
calum chambers,2014,43,0.0,0.0,0
calum chambers,2015,74,36.0,0.0,1
calum chambers,2016,15,8.0,0.0,0
calum chambers,2017,38,16.0,0.0,1
cameron brannagan,2016,1,0.0,0.0,0
cameron jerome,2014,125,16.0,0.0,2
cameron jerome,2016,115,8.0,0.0,3
cani,2012,97,20.0,0.0,0
cani,2014,88,16.0,0.0,3
cani,2015,23,8.0,0.0,0
cani,2016,37,8.0,0.0,0
carl jenkinson,2014,11,4.0,0.0,1
carl jenkinson,2015,56,8.0,0.0,0
carl jenkinson,2016,36,12.0,6.0,3
carl jenkinson,2017,2,0.0,0.0,0
carl medjani,2012,143,12.0,6.0,2
carl medjani,2013,55,4.0,0.0,1
carl medjani,2014,44,4.0,0.0,2
carl medjani,2016,30,4.0,0.0,1
carl medjani,2017,30,8.0,0.0,0
carles gil,2014,126,8.0,0.0,1
carles gil,2015,23,4.0,0.0,1
carles gil,2016,54,12.0,0.0,2
carles gil,2017,16,0.0,0.0,0
carles planas,2015,29,12.0,6.0,0
carles planas,2016,6,0.0,0.0,0
carles planas,2017,2,4.0,0.0,0
carlitos,2012,1,0.0,0.0,0
carlos bacca,2014,164,16.0,0.0,14
carlos bacca,2015,151,12.0,0.0,18
carlos bacca,2016,176,8.0,0.0,17
carlos bacca,2017,85,8.0,0.0,8
carlos carbonero,2015,134,28.0,0.0,3
carlos carbonero,2016,70,12.0,0.0,0
carlos carmona,2012,96,24.0,0.0,1
carlos carmona,2013,91,44.0,6.0,2
carlos carmona,2014,131,40.0,0.0,2
carlos carmona,2015,141,48.0,6.0,0
carlos carmona,2016,97,32.0,0.0,2
carlos carmona,2017,49,16.0,0.0,5
carlos eduardo,2015,200,8.0,6.0,10
carlos embalo,2017,30,0.0,0.0,0
carlos gruezo,2014,22,12.0,0.0,0
carlos gruezo,2015,18,0.0,0.0,0
carlos gruezo,2016,1,0.0,0.0,0
carlos matheu,2013,5,4.0,0.0,0
carlos salcedo,2017,36,20.0,0.0,0
carlos soler,2017,11,4.0,0.0,1
carlos vela,2012,204,8.0,0.0,11
carlos vela,2013,268,40.0,0.0,14
carlos vela,2014,287,12.0,0.0,16
carlos vela,2015,173,16.0,0.0,5
carlos vela,2016,203,20.0,0.0,5
carlos vela,2017,101,12.0,0.0,4
carlos zambrano,2013,158,44.0,0.0,0
carlos zambrano,2014,146,48.0,0.0,0
carlos zambrano,2015,120,36.0,0.0,0
carlos zambrano,2016,106,40.0,0.0,0
carmona,2013,5,4.0,0.0,0
caro,2014,4,0.0,0.0,0
casado,2012,8,0.0,0.0,0
casado,2014,2,0.0,0.0,0
casado,2015,42,32.0,0.0,2
casemiro,2013,7,0.0,0.0,0
casemiro,2014,14,0.0,0.0,0
casemiro,2016,103,28.0,0.0,1
casemiro,2017,46,12.0,0.0,1
casimir ninga,2016,107,20.0,0.0,6
casimir ninga,2017,42,8.0,0.0,5
casto,2012,31,12.0,6.0,0
casto,2013,6,8.0,6.0,0
castro,2016,66,0.0,0.0,6
cauley woodrow,2014,26,0.0,0.0,1
cedric,2014,47,16.0,6.0,0
cedrick,2014,37,4.0,0.0,0
celso borges,2015,77,24.0,0.0,3
celso borges,2016,64,20.0,0.0,3
celso borges,2017,55,12.0,0.0,5
cesare bovo,2012,24,4.0,0.0,0
cesare bovo,2013,45,28.0,0.0,1
cesare bovo,2014,70,32.0,0.0,0
cesare bovo,2015,45,16.0,0.0,0
cesare bovo,2016,74,40.0,0.0,2
cesare bovo,2017,20,8.0,0.0,0
cezary wilk,2015,34,8.0,0.0,0
chaker alhadhur,2014,52,8.0,0.0,0
chaker alhadhur,2015,44,12.0,6.0,0
chaker alhadhur,2016,30,8.0,0.0,0
chancel mbemba,2016,81,20.0,0.0,0
chaouki ben saada,2016,43,4.0,0.0,1
charles,2014,609,72.0,0.0,36
charles,2015,270,60.0,0.0,9
charles,2016,672,144.0,0.0,33
charles,2017,81,12.0,0.0,3
charlie adam,2014,111,24.0,0.0,7
charlie adam,2015,136,20.0,0.0,7
charlie adam,2016,90,24.0,6.0,1
charlie adam,2017,69,20.0,0.0,1
charlie austin,2015,243,24.0,0.0,18
charlie austin,2016,19,0.0,0.0,1
charlie austin,2017,78,4.0,0.0,6
charlie daniels,2016,81,8.0,0.0,3
charlie daniels,2017,36,4.0,0.0,3
charlie davies,2012,4,0.0,0.0,0
charlison benschop,2013,109,8.0,0.0,5
charlison benschop,2016,18,0.0,0.0,1
charly musonda,2016,73,8.0,0.0,1
charly musonda,2017,25,8.0,0.0,0
cheick diarra,2013,60,0.0,6.0,1
cheick diarra,2014,2,4.0,0.0,0
chinedu ede,2013,12,0.0,0.0,1
chris baird,2015,22,8.0,0.0,0
chris brunt,2014,101,28.0,0.0,3
chris brunt,2015,95,20.0,0.0,2
chris brunt,2016,66,28.0,0.0,0
chris brunt,2017,30,12.0,0.0,3
chris david,2014,6,4.0,0.0,1
chris herd,2014,13,8.0,0.0,0
chris mavinga,2012,43,16.0,0.0,0
chris mavinga,2013,88,20.0,6.0,1
chris mavinga,2015,20,16.0,0.0,0
chris mavinga,2016,76,28.0,0.0,1
chris philipps,2015,21,8.0,0.0,0
chris philipps,2017,15,4.0,0.0,0
chris smalling,2014,74,8.0,0.0,1
chris smalling,2015,78,12.0,0.0,4
chris smalling,2016,104,32.0,0.0,1
chris smalling,2017,14,0.0,0.0,1
chris wood,2015,12,0.0,0.0,1
christian,2012,6,4.0,0.0,1
christian,2014,2,0.0,0.0,0
christian atsu,2015,4,0.0,0.0,0
christian atsu,2016,24,0.0,0.0,1
christian benteke,2014,150,8.0,0.0,6
christian benteke,2015,179,4.0,6.0,13
christian benteke,2016,130,8.0,0.0,9
christian benteke,2017,140,16.0,0.0,8
christian bravo,2014,2,0.0,0.0,0
christian clemens,2012,95,4.0,0.0,5
christian clemens,2014,6,0.0,0.0,0
christian clemens,2015,36,0.0,0.0,1
christian clemens,2016,93,4.0,0.0,5
christian clemens,2017,10,0.0,0.0,0
christian eriksen,2014,69,12.0,0.0,7
christian eriksen,2015,143,16.0,0.0,10
christian eriksen,2016,133,8.0,0.0,6
christian eriksen,2017,110,0.0,0.0,5
christian fuchs,2012,86,20.0,0.0,2
christian fuchs,2013,79,28.0,0.0,0
christian fuchs,2014,26,0.0,0.0,0
christian fuchs,2015,60,12.0,0.0,2
christian fuchs,2016,109,16.0,0.0,0
christian fuchs,2017,47,24.0,0.0,1
christian gentner,2012,96,16.0,0.0,3
christian gentner,2013,176,20.0,0.0,5
christian gentner,2014,111,0.0,0.0,4
christian gentner,2015,167,24.0,0.0,5
christian gentner,2016,155,12.0,0.0,6
christian kabasele,2017,22,4.0,0.0,2
christian kouakou,2016,12,4.0,0.0,1
christian maggio,2012,114,12.0,0.0,2
christian maggio,2013,133,12.0,0.0,4
christian maggio,2014,76,20.0,0.0,0
christian maggio,2015,120,36.0,0.0,0
christian maggio,2016,22,0.0,0.0,0
christian maggio,2017,9,0.0,0.0,0
christian mathenia,2016,29,12.0,0.0,0
christian mathenia,2017,3,4.0,0.0,0
christian puggioni,2012,4,0.0,0.0,0
christian puggioni,2013,22,4.0,0.0,1
christian puggioni,2014,20,0.0,0.0,0
christian puggioni,2017,5,8.0,0.0,0
christian pulisic,2016,22,4.0,0.0,2
christian pulisic,2017,50,0.0,0.0,2
christian santos,2017,22,4.0,0.0,1
christian schulz,2012,85,20.0,0.0,1
christian schulz,2013,82,24.0,0.0,2
christian schulz,2014,69,12.0,0.0,1
christian schulz,2015,104,28.0,0.0,1
christian schulz,2016,92,24.0,0.0,2
christian stuani,2012,191,28.0,0.0,9
christian stuani,2013,195,56.0,0.0,7
christian stuani,2014,215,36.0,0.0,7
christian stuani,2015,154,20.0,0.0,11
christian terlizzi,2013,64,20.0,6.0,2
christian tiffert,2012,172,20.0,0.0,2
christofer heimeroth,2013,1,0.0,0.0,0
christoph hemlein,2012,5,0.0,0.0,0
christoph janker,2012,33,4.0,0.0,1
christoph janker,2014,2,0.0,0.0,0
christoph janker,2015,4,0.0,6.0,0
christoph janker,2016,12,4.0,0.0,0
christoph janker,2017,12,8.0,0.0,0
christoph kramer,2014,100,24.0,0.0,2
christoph kramer,2015,94,24.0,0.0,3
christoph kramer,2016,93,12.0,0.0,0
christoph kramer,2017,55,16.0,0.0,0
christoph moritz,2012,13,4.0,0.0,0
christoph moritz,2013,12,0.0,0.0,0
christoph moritz,2014,54,20.0,0.0,2
christoph moritz,2015,18,0.0,0.0,0
christoph moritz,2016,14,0.0,0.0,0
